 d,LAI,GP,NP,N_L,N_S,N_R,RaL,RaR,RhF,Rhs1,Rhs2,Rhs3,NE,bmR,bmL,bmS
   264.0000,     3.5658,     5.9488,     3.1763,     0.8874,     0.7729,     1.5160,     1.5867,     0.8172,     0.2197,     0.9142,     0.2787,     0.1205,     1.6433,   305.8775,   296.0666,    55.2869,
   265.0000,     3.5755,     5.6293,     3.1508,     0.8504,     0.7828,     1.5176,     1.6706,     0.8630,     0.2182,     0.9085,     0.2769,     0.1197,     1.6274,   307.6756,   296.8679,    56.8182,
   266.0000,     3.5811,     6.1144,     2.6813,     0.7018,     0.6783,     1.3012,     1.4407,     0.7465,     0.2127,     0.8861,     0.2701,     0.1168,     1.1957,   308.9835,   297.3374,    58.1123,
   267.0000,     3.5831,     7.7111,     2.2099,     0.5662,     0.5644,     1.0794,     1.1118,     0.5777,     0.1802,     0.7511,     0.2290,     0.0990,     0.9506,   309.7917,   297.5048,    59.1496,
   268.0000,     3.5845,     6.3228,     2.1496,     0.5419,     0.5500,     1.0577,     1.3635,     0.7099,     0.1671,     0.6967,     0.2124,     0.0918,     0.9815,   310.5476,   297.6177,    60.1512,
   269.0000,     3.5875,     5.7464,     2.4349,     0.6044,     0.6233,     1.2072,     1.6650,     0.8687,     0.1652,     0.6886,     0.2099,     0.0908,     1.2805,   311.6318,   297.8688,    61.3115,
   270.0000,     3.5887,     5.2779,     2.2000,     0.5367,     0.5653,     1.0980,     1.8195,     0.9518,     0.1589,     0.6623,     0.2019,     0.0873,     1.0896,   312.4677,   297.9691,    62.3391,
   271.0000,     3.5897,     5.0542,     2.1963,     0.5286,     0.5644,     1.1034,     1.8621,     0.9764,     0.1545,     0.6435,     0.1962,     0.0848,     1.1174,   313.3112,   298.0509,    63.3610,
   272.0000,     3.5874,     5.8373,     1.6985,     0.4040,     0.4364,     0.8582,     1.4349,     0.7542,     0.1464,     0.6097,     0.1859,     0.0804,     0.6762,   313.6053,   297.8566,    64.0957,
   273.0000,     3.5855,     5.4940,     1.7747,     0.4193,     0.4529,     0.9024,     1.6947,     0.8921,     0.1371,     0.5707,     0.1740,     0.0752,     0.8176,   313.9964,   297.6970,    64.8643,
   274.0000,     3.5852,     6.9664,     2.0496,     0.4814,     0.5201,     1.0481,     1.6213,     0.8550,     0.1402,     0.5831,     0.1778,     0.0769,     1.0717,   314.7092,   297.6754,    65.7789,
   275.0000,     3.5842,     4.5162,     1.9542,     0.4548,     0.4945,     1.0049,     1.8602,     0.9833,     0.1351,     0.5614,     0.1712,     0.0740,     1.0125,   315.3223,   297.5949,    66.6335,
   276.0000,     3.5843,     4.1983,     2.1397,     0.4950,     0.5394,     1.1054,     2.1533,     1.1408,     0.1378,     0.5723,     0.1745,     0.0754,     1.1797,   316.1555,   297.6037,    67.5844,
   277.0000,     3.5829,     5.1220,     1.9018,     0.4365,     0.4786,     0.9868,     1.8815,     0.9994,     0.1461,     0.6065,     0.1849,     0.0799,     0.8843,   316.7209,   297.4830,    68.3971,
   278.0000,     3.5769,     5.5455,     1.1615,     0.2649,     0.2908,     0.6058,     1.5808,     0.8415,     0.1341,     0.5565,     0.1697,     0.0734,     0.2279,   316.4367,   296.9825,    68.7910,
   279.0000,     3.5676,     8.1274,     0.6239,     0.1439,     0.1542,     0.3258,     1.0282,     0.5478,     0.1150,     0.4767,     0.1454,     0.0628,    -0.1760,   315.5318,   292.7431,    68.0735,
   280.0000,     3.5161,     5.3047,     0.5138,     0.1197,     0.1238,     0.2703,     1.2189,     0.6569,     0.1066,     0.4376,     0.1334,     0.0577,    -0.2215,   314.5085,   285.9313,    66.6976,
   281.0000,     3.4419,     3.7185,     1.3653,     0.4036,     0.2935,     0.6682,     1.3529,     0.7441,     0.1284,     0.5182,     0.1580,     0.0683,     0.4924,   314.3747,   282.5322,    66.3412,
   282.0000,     3.4089,     4.5368,     1.9510,     0.6937,     0.3373,     0.9200,     1.3527,     0.7526,     0.1350,     0.5400,     0.1647,     0.0712,     1.0402,   314.8013,   281.7619,    66.5448,
   283.0000,     3.3990,     3.7624,     1.8306,     0.6698,     0.2789,     0.8820,     1.3283,     0.7420,     0.1326,     0.5284,     0.1612,     0.0697,     0.9389,   315.1412,   280.7165,    66.5637,
   284.0000,     3.3891,     3.3579,     2.1070,     0.7698,     0.3071,     1.0301,     1.4995,     0.8417,     0.1323,     0.5252,     0.1602,     0.0692,     1.2200,   315.8085,   281.1642,    66.9453,
   285.0000,     3.3973,     2.3141,     2.4134,     0.8766,     0.3363,     1.2005,     1.7761,     0.9975,     0.1300,     0.5154,     0.1572,     0.0679,     1.5428,   316.8510,   282.0779,    67.4453,
   286.0000,     3.4047,     3.7696,     2.0927,     0.7404,     0.3016,     1.0507,     1.4767,     0.8294,     0.1258,     0.4985,     0.1521,     0.0657,     1.2506,   317.5551,   282.6456,    67.8568,
   287.0000,     3.4039,     4.1538,     1.3157,     0.4552,     0.1952,     0.6653,     1.2615,     0.7086,     0.1170,     0.4632,     0.1413,     0.0611,     0.5331,   317.3992,   278.7679,    67.1136,
   288.0000,     3.3585,     3.8664,     1.4599,     0.4994,     0.2143,     0.7461,     1.4491,     0.8249,     0.1134,     0.4441,     0.1355,     0.0586,     0.7083,   317.4238,   277.1878,    66.9402,
   289.0000,     3.3385,     3.8541,     1.2812,     0.4582,     0.1520,     0.6710,     1.3719,     0.7855,     0.1110,     0.4327,     0.1320,     0.0570,     0.5485,   317.2814,   274.6368,    66.4147,
   290.0000,     3.3084,     3.6549,     1.3232,     0.4799,     0.1397,     0.7037,     1.4963,     0.8643,     0.1085,     0.4198,     0.1281,     0.0554,     0.6115,   317.2124,   273.1773,    66.1138,
   291.0000,     3.3029,     3.3145,     2.4514,     0.9293,     0.2120,     1.3102,     1.8636,     1.0820,     0.1151,     0.4435,     0.1353,     0.0585,     1.6991,   318.4916,   274.2369,    66.3417,
   292.0000,     3.3199,     4.3582,     2.6358,     1.0881,     0.2204,     1.3273,     1.6453,     0.9554,     0.1273,     0.4903,     0.1496,     0.0646,     1.8040,   319.8023,   275.6443,    66.5873,
   293.0000,     3.3301,     5.1795,     2.0792,     0.8380,     0.1965,     1.0448,     1.2984,     0.7532,     0.1246,     0.4796,     0.1463,     0.0632,     1.2655,   320.4782,   276.2979,    66.7320,
   294.0000,     3.3432,     5.3339,     2.6380,     1.0374,     0.2661,     1.3345,     1.4893,     0.8637,     0.1258,     0.4835,     0.1475,     0.0638,     1.8175,   321.7946,   277.5855,    67.0773,
   295.0000,     3.3614,     6.5442,     2.9736,     1.1386,     0.3243,     1.5107,     1.4644,     0.8488,     0.1290,     0.4953,     0.1511,     0.0653,     2.1329,   323.4956,   279.0925,    67.5503,
   296.0000,     3.3726,     5.2470,     2.3016,     0.8794,     0.2777,     1.1446,     1.4025,     0.8128,     0.1275,     0.4896,     0.1494,     0.0646,     1.4706,   324.3742,   279.9953,    67.9123,
   297.0000,     3.3802,     4.3496,     1.8851,     0.7589,     0.2424,     0.8838,     1.3241,     0.7670,     0.1244,     0.4771,     0.1456,     0.0629,     1.0752,   324.6685,   278.1536,    67.5937,
   298.0000,     3.3446,     6.7311,     0.6464,     0.2535,     0.0857,     0.3072,     0.9858,     0.5753,     0.1188,     0.4526,     0.1381,     0.0597,    -0.1228,   323.6801,   252.2501,    61.3475,
   299.0000,     3.0355,     4.1348,     0.7884,     0.3188,     0.0836,     0.3861,     1.0731,     0.6885,     0.1215,     0.4359,     0.1330,     0.0575,     0.0405,   322.8723,   235.5590,    57.3007,
   300.0000,     2.8452,     3.0479,     1.4170,     0.6942,     0.0000,     0.7228,     1.1450,     0.7847,     0.1288,     0.4450,     0.1358,     0.0587,     0.6488,   322.8170,   233.2008,    56.3579,
   301.0000,     2.8251,     1.1060,     1.9416,     0.9991,     0.0000,     0.9424,     1.2716,     0.8801,     0.1389,     0.4768,     0.1455,     0.0629,     1.1175,   323.2501,   233.7896,    55.9673,
   302.0000,     2.8334,     1.2050,     2.0742,     1.0473,     0.0000,     1.0268,     1.4459,     0.9996,     0.1360,     0.4658,     0.1421,     0.0614,     1.2689,   323.8687,   235.0141,    55.7059,
   303.0000,     2.8461,     3.3483,     1.9550,     0.9739,     0.0000,     0.9810,     1.2151,     0.8372,     0.1340,     0.4586,     0.1400,     0.0605,     1.1620,   324.3822,   235.9438,    55.4160,
   304.0000,     2.8443,     5.5565,     0.9823,     0.4854,     0.0000,     0.4968,     0.8798,     0.6048,     0.1293,     0.4424,     0.1350,     0.0583,     0.2172,   323.8170,   226.4209,    52.9373,
   305.0000,     2.7306,     3.7658,     1.0287,     0.5086,     0.0000,     0.5201,     1.0000,     0.7151,     0.1284,     0.4302,     0.1313,     0.0567,     0.2821,   323.3066,   218.7277,    50.8846,
   306.0000,     2.6419,     2.8284,     1.2521,     0.6453,     0.0000,     0.6068,     1.0364,     0.7659,     0.1304,     0.4297,     0.1311,     0.0567,     0.5042,   322.9915,   213.9193,    49.4418,
   307.0000,     2.5810,     2.4851,     1.0213,     0.5236,     0.0000,     0.4976,     0.9139,     0.6899,     0.1316,     0.4286,     0.1308,     0.0565,     0.2737,   322.4355,   205.9042,    47.3319,
   308.0000,     2.4817,     1.8219,     0.7909,     0.4053,     0.0000,     0.3856,     0.9379,     0.7344,     0.1331,     0.4261,     0.1300,     0.0562,     0.0455,   321.6337,   193.8310,    44.3625,
   309.0000,     2.3289,     2.1095,     0.2142,     0.1087,     0.0000,     0.1055,     0.7735,     0.6418,     0.1317,     0.4118,     0.1257,     0.0543,    -0.5093,   320.2136,   164.6891,    37.6458,
   310.0000,     1.9763,     1.0851,     0.0000,     0.0000,     0.0000,     0.0000,     0.7082,     0.6885,     0.1307,     0.3869,     0.1181,     0.0510,    -0.6867,   318.5665,   131.1497,    29.9792,
   311.0000,     1.5746,     0.4991,     0.0619,     0.0306,     0.0000,     0.0313,     0.6042,     0.7338,     0.1335,     0.3726,     0.1137,     0.0491,    -0.6071,   316.9975,   107.3745,    24.5317,
   312.0000,     1.2895,    -0.0640,     0.0749,     0.0368,     0.0000,     0.0381,     0.4279,     0.6316,     0.1387,     0.3721,     0.1136,     0.0491,    -0.5986,   315.4519,    88.8696,    20.2885,
   313.0000,     1.0664,    -0.0520,     0.0000,     0.0000,     0.0000,     0.0000,     0.3367,     0.5975,     0.1385,     0.3607,     0.1101,     0.0476,    -0.6568,   313.8298,    70.7711,    16.1567,
   314.0000,     0.8493,    -0.0422,     0.0000,     0.0000,     0.0000,     0.0000,     0.3221,     0.7143,     0.1369,     0.3466,     0.1058,     0.0457,    -0.6350,   312.2162,    56.3583,    12.8663,
   315.0000,     0.6763,    -0.0312,     0.0000,     0.0000,     0.0000,     0.0000,     0.2386,     0.6609,     0.1387,     0.3439,     0.1050,     0.0454,    -0.6329,   310.6111,    44.8808,    10.2461,
   316.0000,     0.5389,    -0.0281,     0.0262,     0.0127,     0.0000,     0.0135,     0.1860,     0.6435,     0.1451,     0.3540,     0.1080,     0.0467,    -0.6276,   309.0445,    36.7487,     8.3843,
   317.0000,     0.4410,    -0.0184,     0.0000,     0.0000,     0.0000,     0.0000,     0.1185,     0.4981,     0.1369,     0.3302,     0.1008,     0.0435,    -0.6114,   307.4561,    29.2647,     6.6768,
   318.0000,     0.3512,    -0.0137,     0.0000,     0.0000,     0.0000,     0.0000,     0.0997,     0.5239,     0.1355,     0.3237,     0.0988,     0.0427,    -0.6007,   305.8760,    23.3049,     5.3170,
   319.0000,     0.2797,    -0.0111,     0.0000,     0.0000,     0.0000,     0.0000,     0.0903,     0.5925,     0.1374,     0.3257,     0.0994,     0.0429,    -0.6055,   304.3041,    18.5588,     4.2342,
   320.0000,     0.2227,    -0.0076,     0.0000,     0.0000,     0.0000,     0.0000,     0.0636,     0.5214,     0.1354,     0.3192,     0.0974,     0.0421,    -0.5941,   302.7406,    14.7792,     3.3719,
   321.0000,     0.1774,    -0.0065,     0.0000,     0.0000,     0.0000,     0.0000,     0.0545,     0.5578,     0.1351,     0.3171,     0.0968,     0.0418,    -0.5908,   301.1852,    11.7694,     2.6852,
   322.0000,     0.1412,    -0.0068,     0.0000,     0.0000,     0.0000,     0.0000,     0.0460,     0.5891,     0.1356,     0.3173,     0.0968,     0.0418,    -0.5916,   299.6380,     9.3725,     2.1384,
   323.0000,     0.1125,    -0.0047,     0.0000,     0.0000,     0.0000,     0.0000,     0.0364,     0.5815,     0.1316,     0.3072,     0.0938,     0.0405,    -0.5731,   298.0989,     7.4638,     1.7029,
   324.0000,     0.0896,    -0.0035,     0.0000,     0.0000,     0.0000,     0.0000,     0.0260,     0.5184,     0.1264,     0.2945,     0.0899,     0.0388,    -0.5496,   296.5679,     7.4638,     1.7029,
   325.0000,     0.0896,    -0.0029,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0001,    -0.0001,     0.1246,     0.2907,     0.0887,     0.0383,    -0.5424,   295.0449,     7.4638,     1.7029,
   326.0000,     0.0896,    -0.0027,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0001,    -0.0001,     0.1260,     0.2944,     0.0898,     0.0388,    -0.5490,   293.5299,     7.4638,     1.7029,
   327.0000,     0.0896,    -0.0030,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0001,    -0.0001,     0.1294,     0.3027,     0.0924,     0.0399,    -0.5644,   292.0229,     7.4638,     1.7029,
   328.0000,     0.0896,    -0.0023,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1236,     0.2893,     0.0883,     0.0381,    -0.5393,   290.5237,     7.4638,     1.7029,
   329.0000,     0.0896,    -0.0026,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0001,    -0.0001,     0.1181,     0.2768,     0.0845,     0.0365,    -0.5159,   289.0324,     7.4638,     1.7029,
   330.0000,     0.0896,    -0.0029,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0001,    -0.0001,     0.1188,     0.2788,     0.0851,     0.0368,    -0.5194,   287.5490,     7.4638,     1.7029,
   331.0000,     0.0896,    -0.0020,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1156,     0.2717,     0.0829,     0.0358,    -0.5060,   286.0732,     7.4638,     1.7029,
   332.0000,     0.0896,    -0.0016,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1107,     0.2604,     0.0795,     0.0343,    -0.4849,   284.6053,     7.4638,     1.7029,
   333.0000,     0.0896,    -0.0019,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1097,     0.2583,     0.0788,     0.0340,    -0.4809,   283.1450,     7.4638,     1.7029,
   334.0000,     0.0896,    -0.0023,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1080,     0.2545,     0.0777,     0.0335,    -0.4737,   281.6924,     7.4638,     1.7029,
   335.0000,     0.0896,    -0.0021,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1069,     0.2522,     0.0770,     0.0333,    -0.4694,   280.2474,     7.4638,     1.7029,
   336.0000,     0.0896,    -0.0024,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0001,    -0.0001,     0.1072,     0.2532,     0.0773,     0.0334,    -0.4711,   278.8100,     7.4638,     1.7029,
   337.0000,     0.0896,    -0.0015,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1228,     0.2904,     0.0886,     0.0383,    -0.5402,   277.3800,     7.4638,     1.7029,
   338.0000,     0.0896,    -0.0012,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1211,     0.2867,     0.0875,     0.0378,    -0.5331,   275.9576,     7.4638,     1.7029,
   339.0000,     0.0896,    -0.0015,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1211,     0.2869,     0.0876,     0.0378,    -0.5333,   274.5427,     7.4638,     1.7029,
   340.0000,     0.0896,    -0.0012,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1187,     0.2815,     0.0859,     0.0371,    -0.5232,   273.1351,     7.4638,     1.7029,
   341.0000,     0.0896,    -0.0017,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1166,     0.2770,     0.0846,     0.0365,    -0.5148,   271.7349,     7.4638,     1.7029,
   342.0000,     0.0896,    -0.0018,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1164,     0.2768,     0.0845,     0.0365,    -0.5141,   270.3420,     7.4638,     1.7029,
   343.0000,     0.0896,    -0.0012,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1171,     0.2786,     0.0850,     0.0367,    -0.5175,   268.9564,     7.4638,     1.7029,
   344.0000,     0.0896,    -0.0016,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1157,     0.2758,     0.0842,     0.0364,    -0.5120,   267.5781,     7.4638,     1.7029,
   345.0000,     0.0896,    -0.0012,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1140,     0.2719,     0.0830,     0.0358,    -0.5048,   266.2070,     7.4638,     1.7029,
   346.0000,     0.0896,    -0.0014,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1136,     0.2714,     0.0828,     0.0358,    -0.5036,   264.8430,     7.4638,     1.7029,
   347.0000,     0.0896,    -0.0010,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1135,     0.2713,     0.0828,     0.0358,    -0.5034,   263.4862,     7.4638,     1.7029,
   348.0000,     0.0896,    -0.0012,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1114,     0.2666,     0.0814,     0.0351,    -0.4946,   262.1365,     7.4638,     1.7029,
   349.0000,     0.0896,    -0.0015,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1102,     0.2641,     0.0806,     0.0348,    -0.4898,   260.7939,     7.4638,     1.7029,
   350.0000,     0.0896,    -0.0015,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1108,     0.2658,     0.0811,     0.0350,    -0.4929,   259.4582,     7.4638,     1.7029,
   351.0000,     0.0896,    -0.0018,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1095,     0.2630,     0.0803,     0.0347,    -0.4875,   258.1296,     7.4638,     1.7029,
   352.0000,     0.0896,    -0.0025,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0001,    -0.0001,     0.1098,     0.2639,     0.0805,     0.0348,    -0.4889,   256.8079,     7.4638,     1.7029,
   353.0000,     0.0896,    -0.0014,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1077,     0.2592,     0.0791,     0.0342,    -0.4801,   255.4931,     7.4638,     1.7029,
   354.0000,     0.0896,    -0.0020,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1061,     0.2555,     0.0780,     0.0337,    -0.4732,   254.1852,     7.4638,     1.7029,
   355.0000,     0.0896,    -0.0019,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1064,     0.2565,     0.0783,     0.0338,    -0.4749,   252.8841,     7.4638,     1.7029,
   356.0000,     0.0896,    -0.0015,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1059,     0.2555,     0.0780,     0.0337,    -0.4730,   251.5898,     7.4638,     1.7029,
   357.0000,     0.0896,    -0.0014,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1108,     0.2677,     0.0817,     0.0353,    -0.4955,   250.3023,     7.4638,     1.7029,
   358.0000,     0.0896,    -0.0011,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1086,     0.2627,     0.0802,     0.0346,    -0.4862,   249.0215,     7.4638,     1.7029,
   359.0000,     0.0896,    -0.0012,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1075,     0.2602,     0.0794,     0.0343,    -0.4814,   247.7474,     7.4638,     1.7029,
   360.0000,     0.0896,    -0.0014,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1075,     0.2604,     0.0795,     0.0343,    -0.4817,   246.4799,     7.4638,     1.7029,
   361.0000,     0.0896,    -0.0019,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1087,     0.2638,     0.0805,     0.0348,    -0.4879,   245.2191,     7.4638,     1.7029,
   362.0000,     0.0896,    -0.0022,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1085,     0.2634,     0.0804,     0.0347,    -0.4870,   243.9648,     7.4638,     1.7029,
   363.0000,     0.0896,    -0.0021,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1075,     0.2614,     0.0798,     0.0344,    -0.4832,   242.7171,     7.4638,     1.7029,
   364.0000,     0.0896,    -0.0019,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1090,     0.2653,     0.0810,     0.0350,    -0.4903,   241.4760,     7.4638,     1.7029,
   365.0000,     0.0896,    -0.0016,     0.0000,     0.0000,     0.0000,     0.0000,    -0.0000,    -0.0000,     0.1077,     0.2624,     0.0801,     0.0346,    -0.4847,   240.2412,     7.4638,     1.7029,
